Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Casa, R., Varella, H., Buis, S., Guérif, M., De Solan, B., Baret, F.","6602847458;34968726300;11839198600;6701782386;6506969803;7006967825;","Forcing a wheat crop model with LAI data to access agronomic variables: Evaluation of the impact of model and LAI uncertainties and comparison with an empirical approach",2012,"European Journal of Agronomy","37","1",,"1","10",,54,"10.1016/j.eja.2011.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054870545&doi=10.1016%2fj.eja.2011.09.004&partnerID=40&md5=508758abb83bf7404fa0102438d22a5c",Article,"Final","",Scopus,2-s2.0-80054870545
"Poch-Massegú, R., Jiménez-Martínez, J., Wallis, K.J., Ramírez de Cartagena, F., Candela, L.","55964725100;25925854900;23768297100;8980744300;7003590470;","Irrigation return flow and nitrate leaching under different crops and irrigation methods in Western Mediterranean weather conditions",2014,"Agricultural Water Management","134",,,"1","13",,55,"10.1016/j.agwat.2013.11.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890408252&doi=10.1016%2fj.agwat.2013.11.017&partnerID=40&md5=681bc2cb7cb7282ef68e553ca0188e1f",Article,"Final","",Scopus,2-s2.0-84890408252
"Mailhol, J.C., Ruelle, P., Nemeth, I.","6602092499;7004011745;36929618300;","Impact of fertilisation practices on nitrogen leaching under irrigation",2001,"Irrigation Science","20","3",,"139","147",,55,"10.1007/s002710100038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035392207&doi=10.1007%2fs002710100038&partnerID=40&md5=68c0f72ad6e98f966ca3f1493540eec1",Article,"Final","",Scopus,2-s2.0-0035392207
"Trnka, M., Kocmánková, E., Balek, J., Eitzinger, J., Ruget, F., Formayer, H., Hlavinka, P., Schaumberger, A., Horáková, V., Možný, M., Žalud, Z.","6602845417;21234231400;36242879500;6603407062;6602167020;7801444786;17134621400;14061089800;56533944400;56429734200;6601983535;","Simple snow cover model for agrometeorological applications",2010,"Agricultural and Forest Meteorology","150","7-8",,"1115","1127",,61,"10.1016/j.agrformet.2010.04.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954818226&doi=10.1016%2fj.agrformet.2010.04.012&partnerID=40&md5=f8f30f295fe306d1b720247020edd688",Article,"Final","",Scopus,2-s2.0-77954818226
"Corre-Hellou, G., Faure, M., Launay, M., Brisson, N., Crozat, Y.","9638773100;16549321000;7004401754;7005033261;9638486200;","Adaptation of the STICS intercrop model to simulate crop growth and N accumulation in pea-barley intercrops",2009,"Field Crops Research","113","1",,"72","81",,61,"10.1016/j.fcr.2009.04.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349127562&doi=10.1016%2fj.fcr.2009.04.007&partnerID=40&md5=b0d4582a874801662a867bdaafb19d6e",Article,"Final","",Scopus,2-s2.0-67349127562
"Fraga, H., García de Cortázar Atauri, I., Santos, J.A.","57188959456;26321066600;56157920300;","Viticultural irrigation demands under climate change scenarios in Portugal",2018,"Agricultural Water Management","196",,,"66","74",,63,"10.1016/j.agwat.2017.10.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032348972&doi=10.1016%2fj.agwat.2017.10.023&partnerID=40&md5=7f3022b9005e631646c1ce58a2ee1ea8",Article,"Final","",Scopus,2-s2.0-85032348972
"De Noblet-Ducoudré, N., Gervois, S., Ciais, P., Viovy, N., Brisson, N., Seguin, B., Perrier, A.","6602922582;26641804000;55399842300;57192414605;7005033261;7006652595;7007023636;","Coupling the soil-vegetation-atmosphere-transfer scheme ORCHIDEE to the agronomy model STICS to study the influence of croplands on the European carbon and water budgets",2004,"Agronomie","24","6-7",,"397","407",,65,"10.1051/agro:2004038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244221169&doi=10.1051%2fagro%3a2004038&partnerID=40&md5=d5ad8acdd4e2e2cf4ebf08df69fe8dd8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-9244221169
"Leclère, D., Jayet, P.-A., de Noblet-Ducoudré, N.","55541733200;6603173511;6602922582;","Farm-level Autonomous Adaptation of European Agricultural Supply to Climate Change",2013,"Ecological Economics","87",,,"1","14",,67,"10.1016/j.ecolecon.2012.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871815155&doi=10.1016%2fj.ecolecon.2012.11.010&partnerID=40&md5=51b7833d4b5a00108eec50b378ddc6fd",Article,"Final","",Scopus,2-s2.0-84871815155
"Jégo, G., Pattey, E., Liu, J.","23767941600;7003533081;8245255400;","Using Leaf Area Index, retrieved from optical imagery, in the STICS crop model for predicting yield and biomass of field crops",2012,"Field Crops Research","131",,,"63","74",,67,"10.1016/j.fcr.2012.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859867127&doi=10.1016%2fj.fcr.2012.02.012&partnerID=40&md5=da3c0dac4b0f2cbb3d56ef59d6c8897b",Article,"Final","",Scopus,2-s2.0-84859867127
"Beaudoin, N., Launay, M., Sauboua, E., Ponsardin, G., Mary, B.","15071436000;7004401754;12806465300;57221595977;56235628300;","Evaluation of the soil crop model STICS over 8 years against the ""on farm"" database of Bruyères catchment",2008,"European Journal of Agronomy","29","1",,"46","57",,67,"10.1016/j.eja.2008.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43649104863&doi=10.1016%2fj.eja.2008.03.001&partnerID=40&md5=fbc10826f69954559f404dd35b9cefdc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-43649104863
"Corre-Hellou, G., Brisson, N., Launay, M., Fustec, J., Crozat, Y.","9638773100;7005033261;7004401754;23004376000;9638486200;","Effect of root depth penetration on soil nitrogen competitive interactions and dry matter production in pea-barley intercrops given different soil nitrogen supplies",2007,"Field Crops Research","103","1",,"76","85",,68,"10.1016/j.fcr.2007.04.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347266548&doi=10.1016%2fj.fcr.2007.04.008&partnerID=40&md5=60ac7da4154a803820f85dce0163e601",Article,"Final","",Scopus,2-s2.0-34347266548
"Plaza-Bonilla, D., Nolot, J.-M., Raffaillac, D., Justes, E.","36646663200;14030437800;6505694831;6603057433;","Cover crops mitigate nitrate leaching in cropping systems including grain legumes: Field evidence and model simulations",2015,"Agriculture, Ecosystems and Environment","212",,,"1","12",,69,"10.1016/j.agee.2015.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934756589&doi=10.1016%2fj.agee.2015.06.014&partnerID=40&md5=8fa2a1739047d47983b6469030440f0f",Article,"Final","",Scopus,2-s2.0-84934756589
"Dufour, L., Metay, A., Talbot, G., Dupraz, C.","7003540286;17343931000;38362212100;7003728446;","Assessing light competition for cereal production in temperate agroforestry systems using experimentation and crop modelling",2013,"Journal of Agronomy and Crop Science","199","3",,"217","227",,70,"10.1111/jac.12008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876424153&doi=10.1111%2fjac.12008&partnerID=40&md5=cf362649e5fcbaf833e24e658e2e595c",Article,"Final","",Scopus,2-s2.0-84876424153
"Ruget, F., Brisson, N., Delécolle, R., Faivre, R.","6602167020;7005033261;6602787181;7003562775;","Sensitivity analysis of a crop simulation model, STICS, in order to choose the main parameters to be estimated",2002,"Agronomie","22","2",,"133","158",,71,"10.1051/agro:2002009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036256968&doi=10.1051%2fagro%3a2002009&partnerID=40&md5=f720c043c680879640c6b6c99f825bb2",Article,"Final","",Scopus,2-s2.0-0036256968
"Constantin, J., Beaudoin, N., Launay, M., Duval, J., Mary, B.","26321290000;15071436000;7004401754;54796585500;56235628300;","Long-term nitrogen dynamics in various catch crop scenarios: Test and simulations with STICS model in a temperate climate",2012,"Agriculture, Ecosystems and Environment","147","1",,"36","46",,73,"10.1016/j.agee.2011.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84655167664&doi=10.1016%2fj.agee.2011.06.006&partnerID=40&md5=5ea0eacebf1993ee48c72b226c33c135",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84655167664
"Gervois, S., Ciais, P., de Noblet-Ducoudré, N., Brisson, N., Vuichard, N., Viovy, N.","26641804000;55399842300;6602922582;7005033261;16403683500;57192414605;","Carbon and water balance of European croplands throughout the 20th century",2008,"Global Biogeochemical Cycles","22","2","GB2022","","",,80,"10.1029/2007GB003018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849126766&doi=10.1029%2f2007GB003018&partnerID=40&md5=22c0b384f4b644b8ddb9d79e4763ee85",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-50849126766
"Justes, E., Mary, B., Nicolardot, B.","6603057433;56235628300;55921632000;","Quantifying and modelling C and N mineralization kinetics of catch crop residues in soil: Parameterization of the residue decomposition module of STICS model for mature and non mature residues",2009,"Plant and Soil","325","1",,"171","185",,85,"10.1007/s11104-009-9966-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71249124412&doi=10.1007%2fs11104-009-9966-4&partnerID=40&md5=a47883f7344deedf932c4322fd613327",Article,"Final","",Scopus,2-s2.0-71249124412
"Vuichard, N., Ciais, P., Belelli, L., Smith, P., Valentini, R.","16403683500;55399842300;37002493800;55492312600;35410947600;","Carbon sequestration due to the abandonment of agriculture in the former USSR since 1990",2008,"Global Biogeochemical Cycles","22","4","GB4018","","",,89,"10.1029/2008GB003212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549127720&doi=10.1029%2f2008GB003212&partnerID=40&md5=cae146d01d077909ca7b87c7490dabdf",Article,"Final","All Open Access, Green",Scopus,2-s2.0-64549127720
"van der Werf, W., Keesman, K., Burgess, P., Graves, A., Pilbeam, D., Incoll, L.D., Metselaar, K., Mayus, M., Stappers, R., van Keulen, H., Palma, J., Dupraz, C.","57189049178;7003717414;57210238758;9235703200;12763068300;6603567227;18634493700;6506192025;6504452795;7005661413;15769973500;7003728446;","Yield-SAFE: A parameter-sparse, process-based dynamic model for predicting resource capture, growth, and production in agroforestry systems",2007,"Ecological Engineering","29","4",,"419","433",,91,"10.1016/j.ecoleng.2006.09.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847637094&doi=10.1016%2fj.ecoleng.2006.09.017&partnerID=40&md5=30a671c3da597526d055de7621b83314",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33847637094
"Beaujouan, V., Durand, P., Ruiz, L., Aurousseau, P., Cotteret, G.","23102008700;55724346800;14008374600;6603744172;6505478588;","A hydrological model dedicated to topography-based simulation of nitrogen transfer and transformation: Rationale and application to the geomorphology-denitrification relationship",2002,"Hydrological Processes","16","2",,"493","507",,92,"10.1002/hyp.327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037083583&doi=10.1002%2fhyp.327&partnerID=40&md5=82e8f2dcfb9294eef00fb67ba6b845f3",Article,"Final","",Scopus,2-s2.0-0037083583
"Varella, H., Guérif, M., Buis, S.","34968726300;6701782386;11839198600;","Global sensitivity analysis measures the quality of parameter estimation: The case of soil parameters and a crop model",2010,"Environmental Modelling and Software","25","3",,"310","319",,97,"10.1016/j.envsoft.2009.09.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71949119591&doi=10.1016%2fj.envsoft.2009.09.012&partnerID=40&md5=7b4859af54be2a4dc702b3d5a68b99bf",Article,"Final","",Scopus,2-s2.0-71949119591
"Beaujouan, V., Durand, P., Ruiz, L.","23102008700;55724346800;14008374600;","Modelling the effect of the spatial distribution of agricultural practices on nitrogen fluxes in rural catchments",2001,"Ecological Modelling","137","1",,"93","105",,99,"10.1016/S0304-3800(00)00435-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035251386&doi=10.1016%2fS0304-3800%2800%2900435-X&partnerID=40&md5=f9f8f99f7a85c2dba9c620aa85faafed",Article,"Final","",Scopus,2-s2.0-0035251386
"Scopel, E., Da Silva, F.A.M., Corbeels, M., Affholder, F., Maraux, F.","6508110946;7102758313;6602647936;6603144833;6506598372;","Modelling crop residue mulching effects on water use and production of maize under semi-arid and humid tropical conditions",2004,"Agronomie","24","6-7",,"383","395",,102,"10.1051/agro:2004029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9244243163&doi=10.1051%2fagro%3a2004029&partnerID=40&md5=15e734a67e231559205fff1a2743ff76",Article,"Final","All Open Access, Green",Scopus,2-s2.0-9244243163
"Brilli, L., Bechini, L., Bindi, M., Carozzi, M., Cavalli, D., Conant, R., Dorich, C.D., Doro, L., Ehrhardt, F., Farina, R., Ferrise, R., Fitton, N., Francaviglia, R., Grace, P., Iocola, I., Klumpp, K., Léonard, J., Martin, R., Massad, R.S., Recous, S., Seddaiu, G., Sharp, J., Smith, P., Smith, W.N., Soussana, J.-F., Bellocchi, G.","55323988100;6506802908;56231867700;55583140000;36146842800;7005894863;55839861000;55324450200;56037570800;7006077758;35746015200;26221606100;6603626812;7005670392;37088409900;16022609200;7402282845;53881734000;18037826200;55927435100;23499363900;55376245200;57201748498;56328807300;7004515951;6602583599;","Review and analysis of strengths and weaknesses of agro-ecosystem models for simulating C and N fluxes",2017,"Science of the Total Environment","598",,,"445","470",,104,"10.1016/j.scitotenv.2017.03.208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018586052&doi=10.1016%2fj.scitotenv.2017.03.208&partnerID=40&md5=f15d56d837ce4aaf8e52902fa35d3268",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85018586052
"Coucheney, E., Buis, S., Launay, M., Constantin, J., Mary, B., García de Cortázar-Atauri, I., Ripoche, D., Beaudoin, N., Ruget, F., Andrianarisoa, K.S., Le Bas, C., Justes, E., Léonard, J.","24779603100;11839198600;7004401754;26321290000;56235628300;26321066600;6507647940;15071436000;6602167020;26423510500;25653990800;6603057433;7402282845;","Accuracy, robustness and behavior of the STICS soil-crop model for plant, water and nitrogen outputs: Evaluation over a wide range of agro-environmental conditions in France",2015,"Environmental Modelling and Software","64",,,"177","190",,118,"10.1016/j.envsoft.2014.11.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917710715&doi=10.1016%2fj.envsoft.2014.11.024&partnerID=40&md5=39e5c0e3b091ded4129f67934dd9f4bd",Article,"Final","",Scopus,2-s2.0-84917710715
"Fraga, H., García de Cortázar Atauri, I., Malheiro, A.C., Santos, J.A.","57188959456;26321066600;35604127500;56157920300;","Modelling climate change impacts on viticultural yield, phenology and stress conditions in Europe",2016,"Global Change Biology","22","11",,"3774","3788",,121,"10.1111/gcb.13382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988345475&doi=10.1111%2fgcb.13382&partnerID=40&md5=26bea737213d26908d1df1c1a9987421",Article,"Final","",Scopus,2-s2.0-84988345475
"Ledoux, E., Gomez, E., Monget, J.M., Viavattene, C., Viennot, P., Ducharne, A., Benoit, M., Mignolet, C., Schott, C., Mary, B.","7006253902;7201729757;57225257185;55232605700;16041070900;6603433697;7103191558;55898425600;7004557922;56235628300;","Agriculture and groundwater nitrate contamination in the Seine basin. The STICS-MODCOU modelling chain",2007,"Science of the Total Environment","375","1-3",,"33","47",,124,"10.1016/j.scitotenv.2006.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947184676&doi=10.1016%2fj.scitotenv.2006.12.002&partnerID=40&md5=851740de0fccd98ffc7b2776a57a80eb",Article,"Final","",Scopus,2-s2.0-33947184676
"Abiven, S., Recous, S., Reyes, V., Oliver, R.","23468844400;55927435100;57197489381;35565712800;","Mineralisation of C and N from root, stem and leaf residues in soil and role of their biochemical quality",2005,"Biology and Fertility of Soils","42","2",,"119","128",,156,"10.1007/s00374-005-0006-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27444441746&doi=10.1007%2fs00374-005-0006-0&partnerID=40&md5=8bda39bcc652d38b04951a3352d42259",Article,"Final","",Scopus,2-s2.0-27444441746
"Dinesh, H., Pearce, J.M.","56938862900;7402030722;","The potential of agrivoltaic systems",2016,"Renewable and Sustainable Energy Reviews","54",,,"299","308",,161,"10.1016/j.rser.2015.10.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945929814&doi=10.1016%2fj.rser.2015.10.024&partnerID=40&md5=a4bf36df8727c335fb829b0527f34e66",Review,"Final","All Open Access, Green",Scopus,2-s2.0-84945929814
"Brisson, N., Ruget, F., Gate, P., Lorgeou, J., Nicoullaud, B., Tayot, X., Plenet, D., Jeuffroy, M.-H., Bouthier, A., Ripoche, D., Mary, B., Justes, E.","7005033261;6602167020;6507146343;6506244248;6602533430;6503931990;56052869200;6603807632;6508195750;6507647940;56235628300;6603057433;","STICS: A generic model for simulating crops and their water and nitrogen balances. II. Model validation for wheat and maize",2002,"Agronomie","22","1",,"69","92",,224,"10.1051/agro:2001005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036126403&doi=10.1051%2fagro%3a2001005&partnerID=40&md5=90478d0de27b690d7a6bacc4d92676e1",Article,"Final","",Scopus,2-s2.0-0036126403
"Rötter, R.P., Palosuo, T., Kersebaum, K.C., Angulo, C., Bindi, M., Ewert, F., Ferrise, R., Hlavinka, P., Moriondo, M., Nendel, C., Olesen, J.E., Patil, R.H., Ruget, F., Takáč, J., Trnka, M.","6701329793;16029350000;6602075951;55248582400;56231867700;6604055290;35746015200;17134621400;55932484200;55894060300;7202911656;56376491100;6602167020;15847053400;6602845417;","Simulation of spring barley yield in different climatic zones of Northern and Central Europe: A comparison of nine crop models",2012,"Field Crops Research","133",,,"23","36",,230,"10.1016/j.fcr.2012.03.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861468366&doi=10.1016%2fj.fcr.2012.03.016&partnerID=40&md5=66326f90129046f307a628c13422e868",Article,"Final","",Scopus,2-s2.0-84861468366
"Barlow, K.M., Christy, B.P., O'Leary, G.J., Riffkin, P.A., Nuttall, J.G.","56209360300;7004255936;7006539636;6505780385;8353855800;","Simulating the impact of extreme heat and frost events on wheat crop production: A review",2015,"Field Crops Research","171",,,"109","119",,247,"10.1016/j.fcr.2014.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949117078&doi=10.1016%2fj.fcr.2014.11.010&partnerID=40&md5=47119bc29fcc417d21c7c2de58b6d0f9",Review,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-84949117078
"Palosuo, T., Kersebaum, K.C., Angulo, C., Hlavinka, P., Moriondo, M., Olesen, J.E., Patil, R.H., Ruget, F., Rumbaur, C., Takáč, J., Trnka, M., Bindi, M., Çaldaĝ, B., Ewert, F., Ferrise, R., Mirschel, W., Şaylan, L., Šiška, B., Rötter, R.","16029350000;6602075951;55248582400;17134621400;55932484200;7202911656;56376491100;6602167020;37665893800;15847053400;6602845417;56231867700;8527218100;6604055290;35746015200;55892583300;6603280745;16239540100;6701329793;","Simulation of winter wheat yield and its variability in different climates of Europe: A comparison of eight crop growth models",2011,"European Journal of Agronomy","35","3",,"103","114",,352,"10.1016/j.eja.2011.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960617267&doi=10.1016%2fj.eja.2011.05.001&partnerID=40&md5=05eebf464977a3e1032f0db95da1c73f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-79960617267
"Brisson, N., Mary, B., Ripoche, D., Jeuffroy, M.H., Ruget, F., Nicoullaud, B., Gate, P., Devienne-Barret, F., Antonioletti, R., Durr, C., Richard, G., Beaudoin, N., Recous, S., Tayot, X., Plenet, D., Cellier, P., Machet, J.-M., Meynard, J.M., Delécolle, R.","7005033261;56235628300;6507647940;6603807632;6602167020;6602533430;6507146343;6507174471;6701829131;56229033800;24171537900;15071436000;55927435100;6503931990;56052869200;7003457342;7004087987;7005432083;6602787181;","STICS: A generic model for the simulation of crops and their water and nitrogen balances. I. Theory and parameterization applied to wheat and corn",1998,"Agronomie","18","5-6",,"311","346",,571,"10.1051/agro:19980501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-7844245054&doi=10.1051%2fagro%3a19980501&partnerID=40&md5=f32ab657041b14059f057bbff125754f",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-7844245054
"Brisson, N., Gary, C., Justes, E., Roche, R., Mary, B., Ripoche, D., Zimmer, D., Sierra, J., Bertuzzi, P., Burger, P., Bussière, F., Cabidoche, Y.M., Cellier, P., Debaeke, P., Gaudillère, J.P., Hénault, C., Maraux, F., Seguin, B., Sinoquet, H.","7005033261;7006855206;6603057433;7006428316;56235628300;6507647940;7006650629;56211646600;6604065938;54410137800;7003640902;6602953803;7003457342;6603962943;7004264659;26643610900;6506598372;7006652595;7004925245;","An overview of the crop model STICS",2003,"European Journal of Agronomy","18","3-4",,"309","332",,707,"10.1016/S1161-0301(02)00110-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037235006&doi=10.1016%2fS1161-0301%2802%2900110-7&partnerID=40&md5=187703cc05404757a064c5ad8f737689",Conference Paper,"Final","",Scopus,2-s2.0-0037235006
